orderid,ordedate,cutomerid,store,productid,cost,salesproce,quantity,amountcost,amountsales,profit
B1000513,2020/06/08,A00070,B,299,220,350,1,220,350,130
B1000513,2020/06/08,A00070,B,306,110,180,1,110,180,70
B1000513,2020/06/08,A00070,B,367,38,60,4,152,240,88
B1000513,2020/06/08,A00070,B,403,70,130,1,70,130,60
B1000513,2020/06/08,A00070,B,501,150,290,1,150,290,140
B1000518,2020/12/26,A00075,B,165,12,25,1,12,25,13
B1000518,2020/12/26,A00075,B,257,8,18,1,8,18,10
B1000518,2020/12/26,A00075,B,265,380,500,1,380,500,120
B1000518,2020/12/26,A00075,B,306,110,180,1,110,180,70
B1000518,2020/12/26,A00075,B,367,38,60,1,38,60,22
B1000518,2020/12/26,A00075,B,403,70,130,1,70,130,60
B1000518,2020/12/26,A00075,B,437,60,110,1,60,110,50
B1000518,2020/12/26,A00075,B,501,150,290,1,150,290,140
B1000520,2020/07/24,A00079,B,165,12,25,1,12,25,13
B1000520,2020/07/24,A00079,B,257,8,18,1,8,18,10
B1000520,2020/07/24,A00079,B,265,380,500,1,380,500,120
B1000520,2020/07/24,A00079,B,293,420,600,1,420,600,180
B1000520,2020/07/24,A00079,B,299,220,350,1,220,350,130
B1000520,2020/07/24,A00079,B,321,44,88,1,44,88,44
B1000520,2020/07/24,A00079,B,367,38,60,1,38,60,22
B1000520,2020/07/24,A00079,B,400,110,180,1,110,180,70
B1000520,2020/07/24,A00079,B,403,70,130,1,70,130,60
B1000520,2020/07/24,A00079,B,501,150,290,1,150,290,140
B1000521,2020/08/13,A00081,B,165,12,25,1,12,25,13
B1000521,2020/08/13,A00081,B,257,8,18,1,8,18,10
B1000521,2020/08/13,A00081,B,265,380,500,1,380,500,120
B1000521,2020/08/13,A00081,B,293,420,600,2,840,1200,360
B1000521,2020/08/13,A00081,B,299,220,350,1,220,350,130
B1000521,2020/08/13,A00081,B,321,44,88,4,176,352,176
B1000521,2020/08/13,A00081,B,367,38,60,5,190,300,110
B1000521,2020/08/13,A00081,B,400,110,180,1,110,180,70
B1000521,2020/08/13,A00081,B,403,70,130,1,70,130,60
B1000521,2020/08/13,A00081,B,501,150,290,1,150,290,140
B1000523,2020/06/14,A00083,B,165,12,25,1,12,25,13
B1000523,2020/06/14,A00083,B,257,8,18,1,8,18,10
B1000523,2020/06/14,A00083,B,265,380,500,1,380,500,120
B1000523,2020/06/14,A00083,B,293,420,600,2,840,1200,360
B1000523,2020/06/14,A00083,B,299,220,350,1,220,350,130
B1000523,2020/06/14,A00083,B,321,44,88,1,44,88,44
B1000523,2020/06/14,A00083,B,367,38,60,1,38,60,22
B1000523,2020/06/14,A00083,B,400,110,180,1,110,180,70
B1000523,2020/06/14,A00083,B,403,70,130,1,70,130,60
B1000523,2020/06/14,A00083,B,501,150,290,1,150,290,140
B1000524,2020/05/22,A00084,B,165,12,25,1,12,25,13
B1000524,2020/05/22,A00084,B,257,8,18,4,32,72,40
B1000524,2020/05/22,A00084,B,265,380,500,1,380,500,120
B1000524,2020/05/22,A00084,B,293,420,600,1,420,600,180
B1000524,2020/05/22,A00084,B,299,220,350,1,220,350,130
B1000524,2020/05/22,A00084,B,321,44,88,1,44,88,44
B1000524,2020/05/22,A00084,B,367,38,60,1,38,60,22
B1000524,2020/05/22,A00084,B,400,110,180,1,110,180,70
B1000524,2020/05/22,A00084,B,403,70,130,3,210,390,180
B1000524,2020/05/22,A00084,B,501,150,290,1,150,290,140
B1000527,2020/09/08,A00089,B,165,12,25,1,12,25,13
B1000527,2020/09/08,A00089,B,257,8,18,1,8,18,10
B1000527,2020/09/08,A00089,B,265,380,500,1,380,500,120
B1000527,2020/09/08,A00089,B,306,110,180,1,110,180,70
B1000527,2020/09/08,A00089,B,367,38,60,1,38,60,22
B1000527,2020/09/08,A00089,B,403,70,130,1,70,130,60
B1000527,2020/09/08,A00089,B,437,60,110,1,60,110,50
B1000527,2020/09/08,A00089,B,501,150,290,2,300,580,280
B1000530,2020/01/03,A00092,B,165,12,25,1,12,25,13
B1000530,2020/01/03,A00092,B,257,8,18,1,8,18,10
B1000530,2020/01/03,A00092,B,265,380,500,1,380,500,120
B1000530,2020/01/03,A00092,B,306,110,180,2,220,360,140
B1000530,2020/01/03,A00092,B,367,38,60,1,38,60,22
B1000530,2020/01/03,A00092,B,403,70,130,1,70,130,60
B1000530,2020/01/03,A00092,B,437,60,110,1,60,110,50
B1000530,2020/01/03,A00092,B,501,150,290,1,150,290,140
B1000532,2020/09/27,A00094,B,295,200,310,1,200,310,110
B1000532,2020/09/27,A00094,B,306,110,180,1,110,180,70
B1000532,2020/09/27,A00094,B,350,130,300,1,130,300,170
B1000532,2020/09/27,A00094,B,359,90,150,2,180,300,120
B1000532,2020/09/27,A00094,B,437,60,110,1,60,110,50
B1000533,2020/06/28,A00096,B,165,12,25,1,12,25,13
B1000533,2020/06/28,A00096,B,257,8,18,1,8,18,10
B1000533,2020/06/28,A00096,B,265,380,500,1,380,500,120
B1000533,2020/06/28,A00096,B,306,110,180,1,110,180,70
B1000533,2020/06/28,A00096,B,367,38,60,1,38,60,22
B1000533,2020/06/28,A00096,B,403,70,130,2,140,260,120
B1000533,2020/06/28,A00096,B,437,60,110,1,60,110,50
B1000533,2020/06/28,A00096,B,501,150,290,2,300,580,280
B1000534,2020/12/20,A00097,B,165,12,25,1,12,25,13
B1000534,2020/12/20,A00097,B,257,8,18,1,8,18,10
B1000534,2020/12/20,A00097,B,265,380,500,1,380,500,120
B1000534,2020/12/20,A00097,B,306,110,180,1,110,180,70
B1000534,2020/12/20,A00097,B,367,38,60,1,38,60,22
B1000534,2020/12/20,A00097,B,403,70,130,4,280,520,240
B1000534,2020/12/20,A00097,B,437,60,110,1,60,110,50
B1000534,2020/12/20,A00097,B,501,150,290,1,150,290,140
B1000535,2020/11/22,A00098,B,165,12,25,1,12,25,13
B1000535,2020/11/22,A00098,B,257,8,18,2,16,36,20
B1000535,2020/11/22,A00098,B,265,380,500,1,380,500,120
B1000535,2020/11/22,A00098,B,293,420,600,1,420,600,180
B1000535,2020/11/22,A00098,B,299,220,350,1,220,350,130
B1000535,2020/11/22,A00098,B,307,5,12,1,5,12,7
B1000535,2020/11/22,A00098,B,321,44,88,4,176,352,176
B1000535,2020/11/22,A00098,B,355,140,300,1,140,300,160
B1000535,2020/11/22,A00098,B,367,38,60,1,38,60,22
B1000535,2020/11/22,A00098,B,400,110,180,1,110,180,70
B1000535,2020/11/22,A00098,B,501,150,290,1,150,290,140
B1000536,2020/03/25,A00099,B,165,12,25,1,12,25,13
B1000536,2020/03/25,A00099,B,257,8,18,2,16,36,20
B1000536,2020/03/25,A00099,B,265,380,500,1,380,500,120
B1000536,2020/03/25,A00099,B,306,110,180,1,110,180,70
B1000536,2020/03/25,A00099,B,367,38,60,1,38,60,22
B1000536,2020/03/25,A00099,B,403,70,130,1,70,130,60
B1000536,2020/03/25,A00099,B,437,60,110,1,60,110,50
B1000536,2020/03/25,A00099,B,501,150,290,4,600,1160,560
B1000537,2020/05/06,A00100,B,165,12,25,1,12,25,13
B1000537,2020/05/06,A00100,B,257,8,18,1,8,18,10
B1000537,2020/05/06,A00100,B,265,380,500,1,380,500,120
B1000537,2020/05/06,A00100,B,293,420,600,7,2940,4200,1260
B1000537,2020/05/06,A00100,B,299,220,350,1,220,350,130
B1000537,2020/05/06,A00100,B,306,110,180,4,440,720,280
B1000537,2020/05/06,A00100,B,367,38,60,1,38,60,22
B1000537,2020/05/06,A00100,B,403,70,130,1,70,130,60
B1000537,2020/05/06,A00100,B,501,150,290,1,150,290,140
B1000540,2020/09/18,A00103,B,165,12,25,1,12,25,13
B1000540,2020/09/18,A00103,B,257,8,18,2,16,36,20
B1000540,2020/09/18,A00103,B,265,380,500,1,380,500,120
B1000540,2020/09/18,A00103,B,306,110,180,1,110,180,70
B1000540,2020/09/18,A00103,B,367,38,60,1,38,60,22
B1000540,2020/09/18,A00103,B,403,70,130,1,70,130,60
B1000540,2020/09/18,A00103,B,437,60,110,1,60,110,50
B1000540,2020/09/18,A00103,B,501,150,290,1,150,290,140
B1000541,2020/07/12,A00104,B,165,12,25,1,12,25,13
B1000541,2020/07/12,A00104,B,257,8,18,1,8,18,10
B1000541,2020/07/12,A00104,B,265,380,500,1,380,500,120
B1000541,2020/07/12,A00104,B,293,420,600,1,420,600,180
B1000541,2020/07/12,A00104,B,299,220,350,1,220,350,130
B1000541,2020/07/12,A00104,B,321,44,88,1,44,88,44
B1000541,2020/07/12,A00104,B,367,38,60,1,38,60,22
B1000541,2020/07/12,A00104,B,400,110,180,1,110,180,70
B1000541,2020/07/12,A00104,B,403,70,130,4,280,520,240
B1000541,2020/07/12,A00104,B,501,150,290,1,150,290,140
B1000542,2020/10/15,A00105,B,165,12,25,1,12,25,13
B1000542,2020/10/15,A00105,B,257,8,18,1,8,18,10
B1000542,2020/10/15,A00105,B,265,380,500,1,380,500,120
B1000542,2020/10/15,A00105,B,293,420,600,1,420,600,180
B1000542,2020/10/15,A00105,B,299,220,350,1,220,350,130
B1000542,2020/10/15,A00105,B,306,110,180,1,110,180,70
B1000542,2020/10/15,A00105,B,367,38,60,1,38,60,22
B1000542,2020/10/15,A00105,B,403,70,130,1,70,130,60
B1000542,2020/10/15,A00105,B,501,150,290,1,150,290,140
B1000543,2020/04/13,A00107,B,165,12,25,1,12,25,13
B1000543,2020/04/13,A00107,B,257,8,18,1,8,18,10
B1000543,2020/04/13,A00107,B,265,380,500,1,380,500,120
B1000543,2020/04/13,A00107,B,306,110,180,1,110,180,70
B1000543,2020/04/13,A00107,B,367,38,60,2,76,120,44
B1000543,2020/04/13,A00107,B,403,70,130,1,70,130,60
B1000543,2020/04/13,A00107,B,437,60,110,1,60,110,50
B1000543,2020/04/13,A00107,B,501,150,290,1,150,290,140
B1000548,2020/12/20,A00112,B,165,12,25,1,12,25,13
B1000548,2020/12/20,A00112,B,257,8,18,1,8,18,10
B1000548,2020/12/20,A00112,B,265,380,500,1,380,500,120
B1000548,2020/12/20,A00112,B,306,110,180,5,550,900,350
B1000548,2020/12/20,A00112,B,367,38,60,1,38,60,22
B1000548,2020/12/20,A00112,B,403,70,130,1,70,130,60
B1000548,2020/12/20,A00112,B,437,60,110,1,60,110,50
B1000548,2020/12/20,A00112,B,501,150,290,1,150,290,140
B1000552,2020/08/02,A00117,B,165,12,25,1,12,25,13
B1000552,2020/08/02,A00117,B,257,8,18,1,8,18,10
B1000552,2020/08/02,A00117,B,265,380,500,1,380,500,120
B1000552,2020/08/02,A00117,B,306,110,180,1,110,180,70
B1000552,2020/08/02,A00117,B,367,38,60,1,38,60,22
B1000552,2020/08/02,A00117,B,403,70,130,1,70,130,60
B1000552,2020/08/02,A00117,B,437,60,110,1,60,110,50
B1000552,2020/08/02,A00117,B,501,150,290,1,150,290,140
B1000553,2020/09/22,A00118,B,165,12,25,1,12,25,13
B1000553,2020/09/22,A00118,B,257,8,18,1,8,18,10
B1000553,2020/09/22,A00118,B,265,380,500,1,380,500,120
B1000553,2020/09/22,A00118,B,293,420,600,1,420,600,180
B1000553,2020/09/22,A00118,B,299,220,350,1,220,350,130
B1000553,2020/09/22,A00118,B,306,110,180,1,110,180,70
B1000553,2020/09/22,A00118,B,367,38,60,6,228,360,132
B1000553,2020/09/22,A00118,B,403,70,130,1,70,130,60
B1000553,2020/09/22,A00118,B,501,150,290,1,150,290,140
B1000562,2020/02/25,A00128,B,165,12,25,1,12,25,13
B1000562,2020/02/25,A00128,B,257,8,18,3,24,54,30
B1000562,2020/02/25,A00128,B,265,380,500,1,380,500,120
B1000562,2020/02/25,A00128,B,293,420,600,1,420,600,180
B1000562,2020/02/25,A00128,B,299,220,350,1,220,350,130
B1000562,2020/02/25,A00128,B,307,5,12,1,5,12,7
B1000562,2020/02/25,A00128,B,321,44,88,1,44,88,44
B1000562,2020/02/25,A00128,B,355,140,300,5,700,1500,800
B1000562,2020/02/25,A00128,B,367,38,60,1,38,60,22
B1000562,2020/02/25,A00128,B,400,110,180,1,110,180,70
B1000562,2020/02/25,A00128,B,501,150,290,2,300,580,280
B1000563,2020/05/11,A00129,B,165,12,25,1,12,25,13
B1000563,2020/05/11,A00129,B,257,8,18,1,8,18,10
B1000563,2020/05/11,A00129,B,265,380,500,1,380,500,120
B1000563,2020/05/11,A00129,B,306,110,180,5,550,900,350
B1000563,2020/05/11,A00129,B,367,38,60,1,38,60,22
B1000563,2020/05/11,A00129,B,403,70,130,1,70,130,60
B1000563,2020/05/11,A00129,B,437,60,110,1,60,110,50
B1000563,2020/05/11,A00129,B,501,150,290,1,150,290,140
B1000564,2020/10/13,A00130,B,165,12,25,1,12,25,13
B1000564,2020/10/13,A00130,B,257,8,18,1,8,18,10
B1000564,2020/10/13,A00130,B,265,380,500,1,380,500,120
B1000564,2020/10/13,A00130,B,293,420,600,1,420,600,180
B1000564,2020/10/13,A00130,B,299,220,350,1,220,350,130
B1000564,2020/10/13,A00130,B,306,110,180,1,110,180,70
B1000564,2020/10/13,A00130,B,367,38,60,1,38,60,22
B1000564,2020/10/13,A00130,B,403,70,130,1,70,130,60
B1000564,2020/10/13,A00130,B,501,150,290,2,300,580,280
B1000565,2020/01/15,A00132,B,165,12,25,1,12,25,13
B1000565,2020/01/15,A00132,B,257,8,18,5,40,90,50
B1000565,2020/01/15,A00132,B,265,380,500,4,1520,2000,480
B1000565,2020/01/15,A00132,B,293,420,600,1,420,600,180
B1000565,2020/01/15,A00132,B,299,220,350,1,220,350,130
B1000565,2020/01/15,A00132,B,321,44,88,1,44,88,44
B1000565,2020/01/15,A00132,B,367,38,60,1,38,60,22
B1000565,2020/01/15,A00132,B,400,110,180,1,110,180,70
B1000565,2020/01/15,A00132,B,403,70,130,1,70,130,60
B1000565,2020/01/15,A00132,B,501,150,290,1,150,290,140
B1000566,2020/09/10,A00133,B,165,12,25,1,12,25,13
B1000566,2020/09/10,A00133,B,257,8,18,1,8,18,10
B1000566,2020/09/10,A00133,B,265,380,500,1,380,500,120
B1000566,2020/09/10,A00133,B,293,420,600,1,420,600,180
B1000566,2020/09/10,A00133,B,299,220,350,4,880,1400,520
B1000566,2020/09/10,A00133,B,306,110,180,1,110,180,70
B1000566,2020/09/10,A00133,B,367,38,60,5,190,300,110
B1000566,2020/09/10,A00133,B,403,70,130,1,70,130,60
B1000566,2020/09/10,A00133,B,501,150,290,1,150,290,140
B1000572,2020/08/11,A00141,B,165,12,25,1,12,25,13
B1000572,2020/08/11,A00141,B,257,8,18,1,8,18,10
B1000572,2020/08/11,A00141,B,265,380,500,1,380,500,120
B1000572,2020/08/11,A00141,B,293,420,600,2,840,1200,360
B1000572,2020/08/11,A00141,B,299,220,350,1,220,350,130
B1000572,2020/08/11,A00141,B,306,110,180,1,110,180,70
B1000572,2020/08/11,A00141,B,367,38,60,1,38,60,22
B1000572,2020/08/11,A00141,B,403,70,130,1,70,130,60
B1000572,2020/08/11,A00141,B,501,150,290,1,150,290,140
B1000573,2020/02/12,A00142,B,165,12,25,1,12,25,13
B1000573,2020/02/12,A00142,B,257,8,18,1,8,18,10
B1000573,2020/02/12,A00142,B,265,380,500,1,380,500,120
B1000573,2020/02/12,A00142,B,293,420,600,1,420,600,180
B1000573,2020/02/12,A00142,B,299,220,350,1,220,350,130
B1000573,2020/02/12,A00142,B,306,110,180,1,110,180,70
B1000573,2020/02/12,A00142,B,367,38,60,1,38,60,22
B1000573,2020/02/12,A00142,B,403,70,130,1,70,130,60
B1000573,2020/02/12,A00142,B,501,150,290,1,150,290,140
B1000575,2020/06/26,A00144,B,165,12,25,1,12,25,13
B1000575,2020/06/26,A00144,B,257,8,18,1,8,18,10
B1000575,2020/06/26,A00144,B,265,380,500,1,380,500,120
B1000575,2020/06/26,A00144,B,293,420,600,1,420,600,180
B1000575,2020/06/26,A00144,B,299,220,350,1,220,350,130
B1000575,2020/06/26,A00144,B,306,110,180,1,110,180,70
B1000575,2020/06/26,A00144,B,367,38,60,1,38,60,22
B1000575,2020/06/26,A00144,B,403,70,130,1,70,130,60
B1000575,2020/06/26,A00144,B,501,150,290,1,150,290,140
B1000576,2020/10/03,A00145,B,165,12,25,1,12,25,13
B1000576,2020/10/03,A00145,B,257,8,18,1,8,18,10
B1000576,2020/10/03,A00145,B,265,380,500,1,380,500,120
B1000576,2020/10/03,A00145,B,306,110,180,1,110,180,70
B1000576,2020/10/03,A00145,B,367,38,60,1,38,60,22
B1000576,2020/10/03,A00145,B,403,70,130,1,70,130,60
B1000576,2020/10/03,A00145,B,437,60,110,1,60,110,50
B1000576,2020/10/03,A00145,B,501,150,290,1,150,290,140
B1000577,2020/09/12,A00146,B,165,12,25,1,12,25,13
B1000577,2020/09/12,A00146,B,257,8,18,1,8,18,10
B1000577,2020/09/12,A00146,B,265,380,500,1,380,500,120
B1000577,2020/09/12,A00146,B,293,420,600,1,420,600,180
B1000577,2020/09/12,A00146,B,299,220,350,1,220,350,130
B1000577,2020/09/12,A00146,B,321,44,88,1,44,88,44
B1000577,2020/09/12,A00146,B,367,38,60,1,38,60,22
B1000577,2020/09/12,A00146,B,400,110,180,1,110,180,70
B1000577,2020/09/12,A00146,B,403,70,130,1,70,130,60
B1000577,2020/09/12,A00146,B,501,150,290,1,150,290,140
B1000578,2020/02/03,A00147,B,165,12,25,1,12,25,13
B1000578,2020/02/03,A00147,B,257,8,18,1,8,18,10
B1000578,2020/02/03,A00147,B,265,380,500,1,380,500,120
B1000578,2020/02/03,A00147,B,306,110,180,1,110,180,70
B1000578,2020/02/03,A00147,B,367,38,60,1,38,60,22
B1000578,2020/02/03,A00147,B,403,70,130,1,70,130,60
B1000578,2020/02/03,A00147,B,437,60,110,1,60,110,50
B1000578,2020/02/03,A00147,B,501,150,290,1,150,290,140
B1000579,2020/01/05,A00148,B,295,200,310,1,200,310,110
B1000579,2020/01/05,A00148,B,306,110,180,1,110,180,70
B1000579,2020/01/05,A00148,B,350,130,300,1,130,300,170
B1000579,2020/01/05,A00148,B,359,90,150,1,90,150,60
B1000579,2020/01/05,A00148,B,437,60,110,4,240,440,200
B1000584,2020/12/09,A00154,B,165,12,25,1,12,25,13
B1000584,2020/12/09,A00154,B,257,8,18,2,16,36,20
B1000584,2020/12/09,A00154,B,265,380,500,1,380,500,120
B1000584,2020/12/09,A00154,B,293,420,600,1,420,600,180
B1000584,2020/12/09,A00154,B,299,220,350,1,220,350,130
B1000584,2020/12/09,A00154,B,306,110,180,1,110,180,70
B1000584,2020/12/09,A00154,B,367,38,60,1,38,60,22
B1000584,2020/12/09,A00154,B,403,70,130,1,70,130,60
B1000584,2020/12/09,A00154,B,501,150,290,5,750,1450,700
B1000585,2020/06/20,A00155,B,165,12,25,1,12,25,13
B1000585,2020/06/20,A00155,B,257,8,18,1,8,18,10
B1000585,2020/06/20,A00155,B,265,380,500,1,380,500,120
B1000585,2020/06/20,A00155,B,293,420,600,2,840,1200,360
B1000585,2020/06/20,A00155,B,299,220,350,1,220,350,130
B1000585,2020/06/20,A00155,B,321,44,88,1,44,88,44
B1000585,2020/06/20,A00155,B,367,38,60,1,38,60,22
B1000585,2020/06/20,A00155,B,400,110,180,1,110,180,70
B1000585,2020/06/20,A00155,B,403,70,130,2,140,260,120
B1000585,2020/06/20,A00155,B,501,150,290,5,750,1450,700
B1000587,2020/12/14,A00157,B,165,12,25,1,12,25,13
B1000587,2020/12/14,A00157,B,257,8,18,1,8,18,10
B1000587,2020/12/14,A00157,B,265,380,500,1,380,500,120
B1000587,2020/12/14,A00157,B,306,110,180,1,110,180,70
B1000587,2020/12/14,A00157,B,367,38,60,1,38,60,22
B1000587,2020/12/14,A00157,B,403,70,130,1,70,130,60
B1000587,2020/12/14,A00157,B,437,60,110,4,240,440,200
B1000587,2020/12/14,A00157,B,501,150,290,1,150,290,140
B1000591,2020/08/15,A00161,B,165,12,25,1,12,25,13
B1000591,2020/08/15,A00161,B,257,8,18,1,8,18,10
B1000591,2020/08/15,A00161,B,265,380,500,1,380,500,120
B1000591,2020/08/15,A00161,B,306,110,180,1,110,180,70
B1000591,2020/08/15,A00161,B,367,38,60,1,38,60,22
B1000591,2020/08/15,A00161,B,403,70,130,1,70,130,60
B1000591,2020/08/15,A00161,B,437,60,110,1,60,110,50
B1000591,2020/08/15,A00161,B,501,150,290,1,150,290,140
B1000593,2020/01/21,A00163,B,165,12,25,1,12,25,13
B1000593,2020/01/21,A00163,B,257,8,18,1,8,18,10
B1000593,2020/01/21,A00163,B,265,380,500,1,380,500,120
B1000593,2020/01/21,A00163,B,293,420,600,5,2100,3000,900
B1000593,2020/01/21,A00163,B,299,220,350,1,220,350,130
B1000593,2020/01/21,A00163,B,321,44,88,6,264,528,264
B1000593,2020/01/21,A00163,B,367,38,60,1,38,60,22
B1000593,2020/01/21,A00163,B,400,110,180,1,110,180,70
B1000593,2020/01/21,A00163,B,403,70,130,2,140,260,120
B1000593,2020/01/21,A00163,B,501,150,290,1,150,290,140
B1000595,2020/12/24,A00168,B,165,12,25,1,12,25,13
B1000595,2020/12/24,A00168,B,257,8,18,1,8,18,10
B1000595,2020/12/24,A00168,B,265,380,500,1,380,500,120
B1000595,2020/12/24,A00168,B,306,110,180,1,110,180,70
B1000595,2020/12/24,A00168,B,367,38,60,1,38,60,22
B1000595,2020/12/24,A00168,B,403,70,130,6,420,780,360
B1000595,2020/12/24,A00168,B,437,60,110,1,60,110,50
B1000595,2020/12/24,A00168,B,501,150,290,1,150,290,140
B1000597,2020/08/08,A00171,B,165,12,25,1,12,25,13
B1000597,2020/08/08,A00171,B,257,8,18,1,8,18,10
B1000597,2020/08/08,A00171,B,265,380,500,1,380,500,120
B1000597,2020/08/08,A00171,B,293,420,600,1,420,600,180
B1000597,2020/08/08,A00171,B,299,220,350,1,220,350,130
B1000597,2020/08/08,A00171,B,306,110,180,1,110,180,70
B1000597,2020/08/08,A00171,B,367,38,60,1,38,60,22
B1000597,2020/08/08,A00171,B,403,70,130,1,70,130,60
B1000597,2020/08/08,A00171,B,501,150,290,1,150,290,140
B1000598,2020/10/20,A00172,B,165,12,25,1,12,25,13
B1000598,2020/10/20,A00172,B,257,8,18,1,8,18,10
B1000598,2020/10/20,A00172,B,265,380,500,1,380,500,120
B1000598,2020/10/20,A00172,B,293,420,600,1,420,600,180
B1000598,2020/10/20,A00172,B,299,220,350,2,440,700,260
B1000598,2020/10/20,A00172,B,306,110,180,1,110,180,70
B1000598,2020/10/20,A00172,B,367,38,60,1,38,60,22
B1000598,2020/10/20,A00172,B,403,70,130,1,70,130,60
B1000598,2020/10/20,A00172,B,501,150,290,1,150,290,140
B1000599,2020/08/14,A00173,B,165,12,25,1,12,25,13
B1000599,2020/08/14,A00173,B,257,8,18,1,8,18,10
B1000599,2020/08/14,A00173,B,265,380,500,1,380,500,120
B1000599,2020/08/14,A00173,B,306,110,180,1,110,180,70
B1000599,2020/08/14,A00173,B,367,38,60,2,76,120,44
B1000599,2020/08/14,A00173,B,403,70,130,1,70,130,60
B1000599,2020/08/14,A00173,B,437,60,110,1,60,110,50
B1000599,2020/08/14,A00173,B,501,150,290,1,150,290,140
B1000606,2020/10/06,A00181,B,165,12,25,1,12,25,13
B1000606,2020/10/06,A00181,B,257,8,18,1,8,18,10
B1000606,2020/10/06,A00181,B,265,380,500,1,380,500,120
B1000606,2020/10/06,A00181,B,293,420,600,3,1260,1800,540
B1000606,2020/10/06,A00181,B,299,220,350,7,1540,2450,910
B1000606,2020/10/06,A00181,B,306,110,180,1,110,180,70
B1000606,2020/10/06,A00181,B,367,38,60,1,38,60,22
B1000606,2020/10/06,A00181,B,403,70,130,1,70,130,60
B1000606,2020/10/06,A00181,B,501,150,290,1,150,290,140
B1000607,2020/06/21,A00182,B,165,12,25,1,12,25,13
B1000607,2020/06/21,A00182,B,257,8,18,2,16,36,20
B1000607,2020/06/21,A00182,B,265,380,500,1,380,500,120
B1000607,2020/06/21,A00182,B,293,420,600,1,420,600,180
B1000607,2020/06/21,A00182,B,299,220,350,1,220,350,130
B1000607,2020/06/21,A00182,B,321,44,88,1,44,88,44
B1000607,2020/06/21,A00182,B,367,38,60,1,38,60,22
B1000607,2020/06/21,A00182,B,400,110,180,1,110,180,70
B1000607,2020/06/21,A00182,B,403,70,130,1,70,130,60
B1000607,2020/06/21,A00182,B,501,150,290,1,150,290,140
B1000608,2020/06/01,A00183,B,165,12,25,1,12,25,13
B1000608,2020/06/01,A00183,B,257,8,18,1,8,18,10
B1000608,2020/06/01,A00183,B,265,380,500,1,380,500,120
B1000608,2020/06/01,A00183,B,306,110,180,1,110,180,70
B1000608,2020/06/01,A00183,B,367,38,60,1,38,60,22
B1000608,2020/06/01,A00183,B,403,70,130,2,140,260,120
B1000608,2020/06/01,A00183,B,437,60,110,1,60,110,50
B1000608,2020/06/01,A00183,B,501,150,290,1,150,290,140
B1000610,2020/01/04,A00185,B,165,12,25,2,24,50,26
B1000610,2020/01/04,A00185,B,257,8,18,1,8,18,10
B1000610,2020/01/04,A00185,B,265,380,500,1,380,500,120
B1000610,2020/01/04,A00185,B,293,420,600,1,420,600,180
B1000610,2020/01/04,A00185,B,299,220,350,1,220,350,130
B1000610,2020/01/04,A00185,B,321,44,88,1,44,88,44
B1000610,2020/01/04,A00185,B,367,38,60,1,38,60,22
B1000610,2020/01/04,A00185,B,400,110,180,1,110,180,70
B1000610,2020/01/04,A00185,B,403,70,130,1,70,130,60
B1000610,2020/01/04,A00185,B,501,150,290,1,150,290,140
B1000611,2020/09/24,A00186,B,165,12,25,5,60,125,65
B1000611,2020/09/24,A00186,B,257,8,18,1,8,18,10
B1000611,2020/09/24,A00186,B,265,380,500,1,380,500,120
B1000611,2020/09/24,A00186,B,293,420,600,6,2520,3600,1080
B1000611,2020/09/24,A00186,B,299,220,350,1,220,350,130
B1000611,2020/09/24,A00186,B,306,110,180,1,110,180,70
B1000611,2020/09/24,A00186,B,367,38,60,1,38,60,22
B1000611,2020/09/24,A00186,B,403,70,130,2,140,260,120
B1000611,2020/09/24,A00186,B,501,150,290,1,150,290,140
B1000612,2020/05/02,A00187,B,165,12,25,1,12,25,13
B1000612,2020/05/02,A00187,B,257,8,18,1,8,18,10
B1000612,2020/05/02,A00187,B,265,380,500,1,380,500,120
B1000612,2020/05/02,A00187,B,293,420,600,1,420,600,180
B1000612,2020/05/02,A00187,B,299,220,350,1,220,350,130
B1000612,2020/05/02,A00187,B,306,110,180,1,110,180,70
B1000612,2020/05/02,A00187,B,367,38,60,1,38,60,22
B1000612,2020/05/02,A00187,B,403,70,130,2,140,260,120
B1000612,2020/05/02,A00187,B,501,150,290,1,150,290,140
B1000616,2020/01/17,A00192,B,165,12,25,5,60,125,65
B1000616,2020/01/17,A00192,B,257,8,18,1,8,18,10
B1000616,2020/01/17,A00192,B,265,380,500,1,380,500,120
B1000616,2020/01/17,A00192,B,306,110,180,1,110,180,70
